u_id,act_strt_dt,brth_estb_yr,gnd_cd,mar_st_cd,ocp_cd,idv_incm_seg_cd,fam_incm_seg_cd,prim_seg_cd,prim_sub_seg_cd,ed_lvl_cd
cst_id077771,2017-10-25 00:00:00,1996.0,2.0,1.0,6.0,1.0,1.0,TC,O2,04
cst_id066656,2013-12-08 00:00:00,1958.0,1.0,2.0,3.0,3.0,,TC,O5,01
cst_id046273,2009-06-16 00:00:00,1992.0,1.0,1.0,7.0,4.0,2.0,MI,L1,02
cst_id078222,2017-12-29 00:00:00,1988.0,1.0,1.0,9.0,1.0,1.0,TC,O5,01
cst_id012265,1999-01-26 00:00:00,1977.0,2.0,1.0,9.0,4.0,3.0,MI,M3,04
cst_id055727,2011-05-22 00:00:00,1992.0,1.0,1.0,13.0,1.0,3.0,TC,O5,04
cst_id052724,2010-10-07 00:00:00,1975.0,2.0,1.0,9.0,4.0,5.0,TC,O5,04
cst_id044871,2009-02-26 00:00:00,1979.0,2.0,2.0,3.0,6.0,,TC,O5,05
cst_id007277,1987-11-27 00:00:00,1942.0,1.0,2.0,4.0,2.0,3.0,HN,A5,03
cst_id047193,2009-08-27 00:00:00,1986.0,2.0,1.0,3.0,1.0,2.0,TC,O5,01
cst_id058360,2011-12-23 00:00:00,1975.0,2.0,2.0,9.0,2.0,4.0,TC,O5,04
cst_id077590,2017-09-23 00:00:00,1975.0,1.0,2.0,2.0,1.0,3.0,TC,O5,04
cst_id000988,1990-02-01 00:00:00,,2.0,1.0,13.0,2.0,,TC,O5,  
cst_id078281,2018-01-08 00:00:00,1995.0,1.0,1.0,6.0,1.0,,TC,O1,04
cst_id060257,2012-05-21 00:00:00,1981.0,2.0,2.0,3.0,4.0,4.0,MI,L2,04
cst_id048827,2010-01-07 00:00:00,1988.0,1.0,1.0,9.0,2.0,5.0,MI,N4,02
cst_id043869,2008-12-05 00:00:00,1986.0,2.0,1.0,7.0,6.0,7.0,TC,O5,04
cst_id067020,2014-01-20 00:00:00,1990.0,2.0,1.0,1.0,3.0,1.0,MI,L2,04
cst_id018650,2002-05-14 00:00:00,1979.0,2.0,1.0,9.0,4.0,,MI,N4,04
cst_id070356,2014-12-24 00:00:00,1995.0,1.0,1.0,7.0,2.0,,TC,O1,
cst_id010126,1989-08-28 00:00:00,1975.0,2.0,1.0,4.0,5.0,3.0,MI,J2,04
cst_id076182,2017-03-01 00:00:00,1988.0,2.0,1.0,7.0,1.0,,TC,O5,
cst_id073172,2015-12-17 00:00:00,1977.0,1.0,2.0,4.0,8.0,6.0,MI,J2,02
cst_id040939,2008-04-22 00:00:00,1971.0,2.0,4.0,4.0,8.0,,MI,N2,04
cst_id059732,2012-04-12 00:00:00,1995.0,1.0,1.0,6.0,3.0,2.0,TC,O1,03
cst_id057712,2011-10-17 00:00:00,1980.0,1.0,1.0,4.0,5.0,3.0,XS,01,04
cst_id048738,2009-12-29 00:00:00,1977.0,2.0,1.0,3.0,8.0,4.0,MI,K1,04
cst_id047581,2009-09-24 00:00:00,1993.0,1.0,1.0,7.0,2.0,3.0,MI,M1,04
cst_id059815,2012-04-20 00:00:00,1990.0,1.0,1.0,3.0,4.0,4.0,MI,L2,04
cst_id008233,1996-08-19 00:00:00,1968.0,2.0,2.0,9.0,7.0,6.0,XS,01,01
cst_id042234,2008-07-21 00:00:00,1971.0,2.0,1.0,7.0,,,MI,L1,
cst_id062551,2012-11-21 00:00:00,1987.0,2.0,1.0,3.0,4.0,2.0,MI,N4,05
cst_id067171,2014-02-03 00:00:00,1997.0,2.0,2.0,9.0,3.0,,TC,O1,02
cst_id028419,2004-10-20 00:00:00,1981.0,2.0,4.0,3.0,6.0,5.0,TC,O5,04
cst_id004106,1985-08-30 00:00:00,1936.0,2.0,2.0,4.0,8.0,,SM,01,04
cst_id041323,2008-05-20 00:00:00,1964.0,2.0,2.0,9.0,2.0,2.0,MI,N4,01
cst_id034245,2006-09-04 00:00:00,1975.0,2.0,1.0,7.0,2.0,6.0,MI,M2,04
cst_id047315,2009-09-05 00:00:00,1973.0,2.0,2.0,3.0,2.0,3.0,MI,L2,04
cst_id071119,2015-03-25 00:00:00,1994.0,2.0,1.0,3.0,3.0,,TC,O1,04
cst_id018433,2002-04-17 00:00:00,1947.0,2.0,1.0,5.0,3.0,,MI,H4,02
cst_id065643,2013-08-23 00:00:00,1925.0,2.0,1.0,5.0,,,HN,A5,
cst_id015588,1997-06-13 00:00:00,1961.0,2.0,,4.0,,,XS,01,04
cst_id063853,2013-03-19 00:00:00,1972.0,2.0,2.0,4.0,4.0,3.0,MI,J2,02
cst_id019833,2002-09-23 00:00:00,1977.0,2.0,1.0,3.0,1.0,4.0,MI,M3,04
cst_id078454,2018-01-28 00:00:00,1995.0,2.0,1.0,9.0,2.0,,TC,O1,04
cst_id031748,2005-12-07 00:00:00,1988.0,2.0,1.0,9.0,1.0,2.0,TC,O5,03
cst_id059183,2012-03-02 00:00:00,1990.0,2.0,1.0,9.0,2.0,2.0,TC,O5,03
cst_id002574,1992-10-01 00:00:00,1963.0,1.0,2.0,7.0,,,XS,01,
cst_id062903,2012-12-26 00:00:00,1981.0,2.0,4.0,9.0,6.0,3.0,MI,M3,04
cst_id018044,2002-03-01 00:00:00,1973.0,2.0,1.0,3.0,5.0,3.0,TC,O5,02
cst_id075018,2016-09-05 00:00:00,1989.0,1.0,1.0,7.0,,,TC,O5,
cst_id017800,2002-01-24 00:00:00,1975.0,2.0,1.0,4.0,,,SM,01,
cst_id056373,2011-07-04 00:00:00,1991.0,2.0,1.0,13.0,1.0,1.0,TC,O5,03
cst_id013716,1997-12-29 00:00:00,1964.0,1.0,2.0,4.0,10.0,7.0,LM,01,04
cst_id002858,1996-07-05 00:00:00,1972.0,1.0,1.0,4.0,7.0,6.0,LM,01,04
cst_id069450,2014-09-10 00:00:00,1983.0,2.0,1.0,9.0,4.0,2.0,MI,K1,03
cst_id039347,2007-12-08 00:00:00,1989.0,2.0,1.0,3.0,2.0,,TC,O5,02
cst_id000870,2003-05-21 00:00:00,1949.0,1.0,2.0,4.0,7.0,,XS,01,01
cst_id011159,1991-07-10 00:00:00,1956.0,2.0,2.0,4.0,2.0,,MI,K3,
cst_id015563,1998-07-17 00:00:00,1965.0,2.0,1.0,8.0,4.0,3.0,TC,O5,01
cst_id019186,2002-07-09 00:00:00,1981.0,2.0,1.0,7.0,4.0,,TC,O5,02
cst_id037477,2007-06-11 00:00:00,1982.0,2.0,2.0,3.0,5.0,3.0,MI,L2,04
cst_id020400,2002-11-28 00:00:00,1986.0,2.0,1.0,4.0,2.0,,TC,O5,
cst_id078477,2018-01-31 00:00:00,1980.0,2.0,2.0,3.0,,,TC,O5,
cst_id063540,2013-02-21 00:00:00,1988.0,1.0,1.0,9.0,3.0,4.0,MI,N4,03
cst_id030034,2005-05-13 00:00:00,1984.0,2.0,1.0,3.0,2.0,2.0,MI,N4,02
cst_id044339,2009-01-14 00:00:00,1980.0,2.0,1.0,9.0,6.0,4.0,MI,N4,04
cst_id049334,2010-02-12 00:00:00,1973.0,2.0,4.0,9.0,3.0,4.0,TC,O5,03
cst_id049195,2010-02-02 00:00:00,1986.0,1.0,1.0,9.0,5.0,2.0,MI,L2,04
cst_id034640,2006-10-02 00:00:00,1986.0,2.0,1.0,13.0,,,TC,O5,03
cst_id046621,2009-07-10 00:00:00,1981.0,1.0,1.0,9.0,2.0,1.0,TC,O5,04
cst_id041202,2008-05-12 00:00:00,1982.0,1.0,1.0,7.0,3.0,,MI,L1,03
cst_id000692,1985-07-05 00:00:00,1957.0,1.0,2.0,3.0,8.0,6.0,SM,01,04
cst_id074027,2016-04-20 00:00:00,1990.0,2.0,1.0,3.0,2.0,1.0,TC,O5,04
cst_id062298,2012-10-30 00:00:00,1996.0,2.0,1.0,3.0,1.0,,TC,O1,
cst_id003548,2001-02-26 00:00:00,1964.0,2.0,1.0,3.0,2.0,,MI,H3,05
cst_id074842,2016-08-07 00:00:00,1982.0,1.0,1.0,3.0,3.0,3.0,TC,O5,03
cst_id033211,2006-05-21 00:00:00,1976.0,1.0,1.0,3.0,2.0,4.0,TC,O5,04
cst_id022517,2003-05-17 00:00:00,1963.0,1.0,2.0,4.0,8.0,7.0,XS,01,05
cst_id036862,2007-04-15 00:00:00,1965.0,2.0,2.0,9.0,1.0,1.0,MI,K1,01
cst_id028224,2004-09-29 00:00:00,1961.0,2.0,2.0,7.0,2.0,1.0,TC,O5,04
cst_id041838,2008-06-23 00:00:00,1952.0,2.0,1.0,7.0,3.0,2.0,MI,L1,01
cst_id071322,2015-04-22 00:00:00,1997.0,1.0,1.0,9.0,2.0,2.0,TC,O1,01
cst_id059653,2012-04-05 00:00:00,1995.0,2.0,1.0,3.0,1.0,1.0,TC,O1,03
cst_id028376,2004-10-14 00:00:00,1985.0,2.0,1.0,13.0,,,TC,O5,  
cst_id067016,2014-01-19 00:00:00,1993.0,2.0,2.0,2.0,3.0,2.0,TC,O1,01
cst_id007930,1990-02-07 00:00:00,1967.0,1.0,1.0,9.0,8.0,,MI,H3,04
cst_id009672,1991-09-09 00:00:00,1928.0,1.0,1.0,4.0,4.0,,MI,K3,01
cst_id069295,2014-08-27 00:00:00,1999.0,2.0,1.0,6.0,1.0,2.0,TC,O2,02
cst_id033510,2006-06-22 00:00:00,1980.0,1.0,1.0,4.0,6.0,,XS,01,04
cst_id030379,2005-06-17 00:00:00,1980.0,2.0,1.0,4.0,6.0,7.0,MI,N2,04
cst_id072869,2015-11-04 00:00:00,1981.0,1.0,1.0,3.0,1.0,2.0,MI,L2,04
cst_id078212,2018-01-03 00:00:00,1987.0,2.0,1.0,3.0,5.0,,MI,L2,03
cst_id019966,2002-10-04 00:00:00,1973.0,2.0,,13.0,2.0,,MI,N1,  
cst_id068145,2014-05-06 00:00:00,1984.0,2.0,4.0,9.0,1.0,2.0,TC,O5,04
cst_id058656,2012-01-18 00:00:00,1985.0,2.0,1.0,9.0,2.0,2.0,MI,N4,02
cst_id019483,2002-08-08 00:00:00,1978.0,2.0,1.0,13.0,2.0,,MI,N1,  
cst_id050569,2010-05-10 00:00:00,1985.0,2.0,1.0,8.0,2.0,2.0,TC,O5,04
cst_id049785,2010-03-16 00:00:00,1963.0,1.0,1.0,9.0,2.0,3.0,MI,L2,04
cst_id073734,2016-03-06 00:00:00,1995.0,2.0,1.0,3.0,2.0,,TC,O1,
cst_id049900,2010-03-23 00:00:00,1985.0,1.0,1.0,4.0,2.0,2.0,MI,K3,04
cst_id032832,2006-04-09 00:00:00,1954.0,2.0,2.0,9.0,2.0,,MI,L2,01
cst_id017984,2002-02-20 00:00:00,1976.0,2.0,1.0,4.0,4.0,,MI,K3,04
cst_id063683,2013-03-05 00:00:00,1976.0,2.0,2.0,7.0,2.0,1.0,MI,N3,04
cst_id077185,2017-07-23 00:00:00,1997.0,1.0,1.0,7.0,2.0,3.0,TC,O1,02
cst_id078715,2018-03-03 00:00:00,1992.0,1.0,1.0,4.0,2.0,,TC,O5,04
cst_id046642,2009-07-13 00:00:00,1982.0,1.0,2.0,4.0,2.0,1.0,MI,K3,04
cst_id078052,2017-12-07 00:00:00,1997.0,1.0,1.0,6.0,1.0,,TC,O2,04
cst_id017786,2002-01-21 00:00:00,1972.0,2.0,1.0,4.0,7.0,6.0,MI,I1,04
cst_id043416,2008-10-26 00:00:00,1984.0,1.0,1.0,4.0,6.0,,PC,D1,04
cst_id022885,2003-05-17 00:00:00,1967.0,2.0,2.0,3.0,8.0,,MI,K1,05
cst_id024129,2003-07-02 00:00:00,1980.0,1.0,1.0,9.0,6.0,5.0,MI,L2,05
cst_id054226,2011-01-31 00:00:00,1991.0,2.0,1.0,9.0,2.0,,TC,O5,02
cst_id033022,2006-05-02 00:00:00,1970.0,2.0,1.0,9.0,1.0,1.0,MI,N4,03
cst_id024617,2003-08-22 00:00:00,1986.0,1.0,1.0,4.0,5.0,7.0,XS,01,05
cst_id041784,2008-06-19 00:00:00,1937.0,2.0,2.0,5.0,,,TC,O5,
cst_id040129,2008-02-17 00:00:00,1939.0,1.0,2.0,1.0,5.0,2.0,MI,N4,05
cst_id005120,1990-04-20 00:00:00,1981.0,1.0,2.0,3.0,8.0,7.0,MI,M3,05
cst_id061480,2012-08-17 00:00:00,1997.0,2.0,1.0,3.0,2.0,4.0,TC,O1,02
cst_id001124,2001-03-28 00:00:00,1979.0,1.0,1.0,7.0,1.0,3.0,MI,L1,04
cst_id074579,2016-07-03 00:00:00,1993.0,2.0,1.0,3.0,4.0,4.0,TC,O1,04
cst_id002967,2000-01-07 00:00:00,1977.0,1.0,1.0,9.0,1.0,3.0,MI,L2,04
cst_id010127,1987-05-29 00:00:00,1961.0,1.0,1.0,4.0,1.0,4.0,MI,I4,04
cst_id010495,1999-09-28 00:00:00,1939.0,1.0,2.0,13.0,6.0,,MI,N1,04
cst_id067440,2014-03-02 00:00:00,1990.0,2.0,1.0,3.0,2.0,,TC,O5,04
cst_id031533,2005-11-08 00:00:00,1962.0,2.0,1.0,1.0,5.0,1.0,MI,K1,06
cst_id059942,2012-04-29 00:00:00,1992.0,1.0,1.0,9.0,1.0,,TC,O5,02
cst_id077285,2017-08-06 00:00:00,1996.0,1.0,1.0,9.0,2.0,2.0,TC,O1,03
cst_id017144,2001-10-29 00:00:00,1976.0,1.0,2.0,4.0,5.0,4.0,MI,K3,05
cst_id076215,2017-03-06 00:00:00,1998.0,2.0,1.0,3.0,2.0,1.0,TC,O1,02
cst_id006568,1995-04-26 00:00:00,1967.0,2.0,1.0,7.0,2.0,,MI,J3,
cst_id072474,2015-09-09 00:00:00,1973.0,2.0,2.0,5.0,2.0,2.0,MI,N1,02
cst_id007465,1990-03-27 00:00:00,1970.0,2.0,2.0,9.0,7.0,6.0,XS,01,03
cst_id046574,2009-07-07 00:00:00,1962.0,2.0,2.0,9.0,2.0,2.0,MI,M3,02
cst_id036593,2007-03-27 00:00:00,1972.0,2.0,1.0,3.0,6.0,,MI,K1,04
cst_id076544,2017-04-25 00:00:00,2000.0,2.0,1.0,6.0,1.0,2.0,TC,O2,02
cst_id064894,2013-06-13 00:00:00,1961.0,1.0,2.0,7.0,,,TC,O5,03
cst_id059609,2012-04-02 00:00:00,1976.0,1.0,2.0,9.0,8.0,,MI,K1,04
cst_id038373,2007-08-29 00:00:00,1978.0,2.0,2.0,3.0,5.0,,MI,K1,03
cst_id024476,2003-08-07 00:00:00,1982.0,2.0,2.0,7.0,7.0,3.0,TC,O5,01
cst_id078515,2018-02-05 00:00:00,1993.0,1.0,1.0,9.0,2.0,,TC,O1,03
cst_id000901,2000-09-04 00:00:00,1969.0,2.0,4.0,1.0,5.0,,MI,L2,04
cst_id042661,2008-08-21 00:00:00,1970.0,2.0,2.0,7.0,8.0,6.0,PC,E2,02
cst_id076483,2017-04-17 00:00:00,1963.0,1.0,4.0,1.0,4.0,3.0,MI,L2,04
cst_id002652,1991-06-21 00:00:00,1967.0,1.0,,13.0,,,MI,K2,
cst_id016484,2001-07-23 00:00:00,1957.0,1.0,2.0,11.0,8.0,,MI,I4,05
cst_id050770,2010-05-25 00:00:00,1992.0,2.0,1.0,4.0,1.0,2.0,MI,M1,04
cst_id022986,2003-05-17 00:00:00,1976.0,1.0,1.0,9.0,1.0,6.0,MI,L2,04
cst_id072070,2015-07-20 00:00:00,1993.0,2.0,1.0,7.0,2.0,2.0,TC,O1,02
cst_id072616,2015-09-29 00:00:00,1983.0,2.0,2.0,9.0,2.0,2.0,TC,O5,03
cst_id040959,2008-04-23 00:00:00,1981.0,2.0,2.0,3.0,4.0,,MI,N4,02
cst_id043800,2008-12-01 00:00:00,1993.0,1.0,1.0,3.0,5.0,6.0,TC,O1,
cst_id015301,1996-08-09 00:00:00,1978.0,2.0,1.0,7.0,2.0,2.0,XS,01,03
cst_id011013,1995-05-03 00:00:00,1962.0,2.0,1.0,7.0,1.0,1.0,XS,01,02
cst_id039422,2007-12-18 00:00:00,1949.0,2.0,2.0,5.0,2.0,2.0,MI,L3,02
cst_id061759,2012-09-11 00:00:00,1976.0,2.0,1.0,9.0,,,MI,N4,02
cst_id000806,1992-01-24 00:00:00,1936.0,2.0,,13.0,2.0,,MI,N5,  
cst_id034358,2006-09-15 00:00:00,1989.0,2.0,2.0,8.0,1.0,,TC,O5,02
cst_id004578,2001-03-21 00:00:00,1972.0,2.0,1.0,9.0,4.0,3.0,MI,L2,02
cst_id044731,2009-02-13 00:00:00,1934.0,2.0,2.0,13.0,2.0,,MI,L3,
cst_id010651,1994-04-01 00:00:00,1965.0,1.0,2.0,8.0,1.0,,MI,L2,01
cst_id034124,2006-06-06 00:00:00,1972.0,1.0,1.0,4.0,12.0,,PC,E1,05
cst_id077091,2017-07-08 00:00:00,1972.0,1.0,2.0,3.0,2.0,,TC,O5,
cst_id044063,2008-12-24 00:00:00,1960.0,2.0,2.0,1.0,5.0,6.0,MI,K1,04
cst_id000205,1985-09-09 00:00:00,1950.0,2.0,2.0,9.0,5.0,,MI,N4,
cst_id077044,2017-07-01 00:00:00,1995.0,2.0,1.0,9.0,2.0,1.0,TC,O1,04
cst_id061565,2012-08-26 00:00:00,1985.0,1.0,1.0,3.0,2.0,6.0,TC,O5,04
cst_id076038,2017-02-06 00:00:00,1994.0,2.0,1.0,3.0,2.0,1.0,TC,O1,04
cst_id078932,2018-05-02 00:00:00,1954.0,1.0,2.0,5.0,,,TC,O5,02
cst_id005330,1992-03-27 00:00:00,1975.0,2.0,1.0,3.0,5.0,3.0,MI,N4,04
cst_id069752,2014-10-11 00:00:00,1993.0,2.0,1.0,3.0,2.0,1.0,TC,O1,04
cst_id036071,2007-02-19 00:00:00,1976.0,2.0,1.0,3.0,6.0,6.0,MI,L2,04
cst_id078930,2018-05-02 00:00:00,1999.0,2.0,1.0,3.0,2.0,,TC,O1,02
cst_id068878,2014-07-07 00:00:00,1990.0,2.0,1.0,9.0,2.0,1.0,TC,O5,02
cst_id004776,2000-02-17 00:00:00,1951.0,2.0,1.0,4.0,9.0,3.0,PC,E1,04
cst_id016199,2003-06-23 00:00:00,1968.0,1.0,1.0,4.0,7.0,2.0,MI,K3,05
cst_id026393,2004-03-03 00:00:00,1975.0,2.0,1.0,4.0,2.0,2.0,MI,N2,02
cst_id073913,2016-04-01 00:00:00,1992.0,2.0,1.0,3.0,2.0,2.0,TC,O5,03
cst_id046022,2009-05-28 00:00:00,1984.0,2.0,1.0,4.0,5.0,6.0,PC,C5,05
cst_id046759,2009-07-22 00:00:00,1970.0,1.0,1.0,3.0,9.0,7.0,MI,H3,05
cst_id071146,2015-03-27 00:00:00,1989.0,2.0,1.0,7.0,2.0,3.0,MI,L1,04
cst_id017129,2001-10-25 00:00:00,1986.0,2.0,1.0,6.0,2.0,6.0,MI,L3,03
cst_id010037,1992-06-10 00:00:00,1960.0,2.0,2.0,4.0,8.0,2.0,MI,J2,04
cst_id078919,2018-04-27 00:00:00,1969.0,1.0,2.0,1.0,,,TC,O5,04
cst_id074937,2016-08-23 00:00:00,1989.0,1.0,2.0,2.0,,,TC,O5,
cst_id064009,2013-04-01 00:00:00,1992.0,2.0,1.0,3.0,3.0,1.0,TC,O5,04
cst_id078591,2018-02-16 00:00:00,1996.0,2.0,1.0,6.0,2.0,2.0,TC,O2,04
cst_id004717,2000-11-01 00:00:00,1966.0,2.0,2.0,4.0,8.0,6.0,MI,I1,04
cst_id017696,2002-01-08 00:00:00,1981.0,1.0,1.0,4.0,6.0,6.0,SM,01,04
cst_id075790,2016-12-29 00:00:00,1985.0,1.0,1.0,3.0,6.0,,MI,L2,04
cst_id064109,2013-04-09 00:00:00,1985.0,2.0,1.0,3.0,4.0,4.0,MI,L2,04
cst_id004212,1999-08-09 00:00:00,1973.0,2.0,1.0,4.0,5.0,2.0,MI,M1,04
cst_id074942,2016-08-24 00:00:00,1987.0,2.0,2.0,7.0,3.0,,MI,N3,03
cst_id026633,2004-03-30 00:00:00,1964.0,1.0,1.0,4.0,8.0,,MI,J2,04
cst_id070222,2014-12-09 00:00:00,1973.0,2.0,1.0,3.0,8.0,3.0,MI,L2,04
cst_id078112,2017-12-18 00:00:00,1998.0,2.0,1.0,6.0,2.0,,TC,O2,04
cst_id011621,1992-09-10 00:00:00,1949.0,2.0,1.0,4.0,2.0,3.0,PC,B5,05
cst_id056257,2011-06-25 00:00:00,1959.0,2.0,1.0,3.0,5.0,3.0,MI,K1,04
cst_id078783,2018-03-16 00:00:00,1999.0,2.0,1.0,6.0,,,TC,O2,
cst_id064691,2013-05-29 00:00:00,1994.0,2.0,1.0,6.0,2.0,3.0,TC,O1,04
cst_id051054,2010-06-10 00:00:00,1970.0,2.0,1.0,9.0,8.0,3.0,TC,O5,04
cst_id064287,2013-04-26 00:00:00,1989.0,1.0,1.0,3.0,5.0,,MI,L2,04
cst_id014799,1998-01-16 00:00:00,1969.0,2.0,2.0,9.0,9.0,,MI,K1,04
cst_id037855,2007-07-17 00:00:00,1991.0,1.0,1.0,7.0,1.0,3.0,TC,O5,02
cst_id055745,2011-05-23 00:00:00,1983.0,1.0,1.0,4.0,8.0,6.0,SM,01,04
cst_id036343,2007-03-11 00:00:00,1976.0,2.0,1.0,3.0,8.0,3.0,MI,K1,
cst_id029641,2005-03-28 00:00:00,1984.0,2.0,1.0,9.0,5.0,,TC,O5,04
cst_id075046,2017-12-25 00:00:00,1997.0,1.0,1.0,6.0,,,TC,O2,
cst_id010049,1994-12-19 00:00:00,1957.0,1.0,1.0,1.0,7.0,1.0,MI,L2,04
cst_id024526,2003-08-14 00:00:00,1976.0,2.0,2.0,9.0,6.0,5.0,MI,K1,05
cst_id078374,2018-01-19 00:00:00,1999.0,2.0,1.0,6.0,1.0,,TC,O2,02
cst_id078920,2018-04-27 00:00:00,1992.0,2.0,1.0,9.0,,,TC,O5,02
cst_id049202,2010-02-03 00:00:00,1972.0,2.0,1.0,3.0,8.0,,MI,K1,05
cst_id051856,2010-08-06 00:00:00,2004.0,1.0,1.0,6.0,1.0,,TC,O3,
cst_id043542,2008-11-05 00:00:00,1987.0,1.0,1.0,7.0,1.0,,MI,N3,04
cst_id042410,2008-08-03 00:00:00,1971.0,2.0,1.0,1.0,4.0,5.0,MI,M3,04
cst_id067759,2014-03-30 00:00:00,1991.0,1.0,1.0,9.0,3.0,1.0,MI,N4,04
cst_id019363,2002-07-26 00:00:00,1980.0,2.0,1.0,9.0,2.0,1.0,MI,M3,02
cst_id073863,2016-03-24 00:00:00,1996.0,1.0,1.0,9.0,3.0,2.0,TC,O1,02
cst_id078117,2017-12-16 00:00:00,1999.0,1.0,1.0,6.0,2.0,,TC,O2,04
cst_id046034,2009-05-29 00:00:00,1991.0,2.0,1.0,3.0,4.0,2.0,MI,N4,04
cst_id008913,1999-10-12 00:00:00,1960.0,1.0,1.0,4.0,5.0,4.0,SM,01,04
cst_id000726,2001-03-28 00:00:00,1978.0,1.0,1.0,10.0,,,TC,O5,04
cst_id041746,2008-06-17 00:00:00,1993.0,2.0,1.0,3.0,6.0,7.0,HN,A5,05
cst_id050560,2010-05-10 00:00:00,1989.0,2.0,1.0,3.0,2.0,3.0,TC,O5,
cst_id076232,2017-03-08 00:00:00,2001.0,1.0,1.0,6.0,1.0,2.0,TC,O3,01
cst_id059347,2012-03-14 00:00:00,1984.0,2.0,1.0,2.0,2.0,3.0,MI,N4,04
cst_id072067,2015-07-20 00:00:00,1955.0,1.0,1.0,10.0,,,MI,N5,
cst_id077470,2017-09-04 00:00:00,1976.0,1.0,2.0,3.0,2.0,2.0,TC,O5,01
cst_id023993,2003-06-23 00:00:00,1974.0,2.0,1.0,4.0,4.0,7.0,MI,J2,04
cst_id048826,2010-01-07 00:00:00,1985.0,2.0,1.0,2.0,5.0,,TC,O5,04
cst_id050704,2013-05-01 00:00:00,1979.0,2.0,2.0,3.0,5.0,4.0,MI,L2,04
cst_id078725,2018-03-05 00:00:00,1994.0,1.0,1.0,10.0,1.0,1.0,TC,O1,02
cst_id009776,1999-04-12 00:00:00,1982.0,2.0,1.0,4.0,7.0,,PC,C5,04
cst_id022397,2003-05-17 00:00:00,1969.0,2.0,3.0,7.0,5.0,7.0,MI,L1,04
cst_id011606,1994-05-31 00:00:00,1966.0,1.0,2.0,3.0,6.0,,MI,L2,
cst_id049089,2010-01-27 00:00:00,1989.0,2.0,1.0,7.0,2.0,5.0,TC,O5,04
cst_id045363,2009-04-01 00:00:00,1984.0,2.0,1.0,13.0,2.0,2.0,MI,L3,04
cst_id044866,2009-02-25 00:00:00,1987.0,2.0,1.0,4.0,7.0,7.0,PC,D1,05
cst_id014558,2001-02-15 00:00:00,1954.0,2.0,2.0,5.0,2.0,3.0,MI,L3,01
cst_id039421,2007-12-18 00:00:00,1946.0,1.0,2.0,13.0,5.0,3.0,TC,O5,01
cst_id011313,1997-08-20 00:00:00,1961.0,2.0,,13.0,2.0,,MI,L3,  
cst_id059256,2012-03-07 00:00:00,1978.0,2.0,2.0,5.0,1.0,5.0,MI,N1,04
cst_id009780,1990-03-05 00:00:00,1954.0,2.0,1.0,7.0,2.0,2.0,MI,J3,02
cst_id025149,2003-10-17 00:00:00,1970.0,1.0,1.0,9.0,2.0,3.0,MI,N4,01
cst_id063376,2013-02-04 00:00:00,1995.0,2.0,1.0,6.0,1.0,1.0,TC,O1,01
cst_id007327,2000-04-25 00:00:00,1953.0,2.0,2.0,4.0,2.0,2.0,XS,01,03
cst_id027873,2004-08-18 00:00:00,1961.0,2.0,2.0,1.0,5.0,,TC,O5,04
cst_id005461,1999-12-13 00:00:00,1974.0,2.0,1.0,13.0,4.0,,TC,O5,03
cst_id058806,2012-02-23 00:00:00,1978.0,1.0,2.0,7.0,1.0,6.0,LM,01,04
cst_id077701,2017-10-11 00:00:00,1998.0,2.0,1.0,6.0,1.0,1.0,TC,O2,04
cst_id054425,2011-02-18 00:00:00,1984.0,2.0,2.0,9.0,2.0,1.0,TC,O5,01
cst_id078589,2018-02-16 00:00:00,1992.0,1.0,1.0,7.0,2.0,,TC,O5,02
cst_id046590,2009-07-09 00:00:00,1957.0,1.0,1.0,3.0,8.0,7.0,XS,01,04
cst_id073345,2016-01-11 00:00:00,1992.0,1.0,1.0,6.0,4.0,1.0,TC,O5,04
cst_id023400,2003-05-17 00:00:00,1960.0,2.0,3.0,9.0,8.0,7.0,MI,K1,01
cst_id055191,2011-04-11 00:00:00,1992.0,1.0,2.0,12.0,5.0,,MI,L2,04
cst_id023921,2003-06-16 00:00:00,1981.0,2.0,2.0,7.0,5.0,4.0,MI,L2,04
cst_id070107,2014-11-25 00:00:00,1990.0,1.0,1.0,9.0,3.0,,TC,O5,01
cst_id049299,2010-02-10 00:00:00,1986.0,2.0,1.0,9.0,1.0,,TC,O5,02
cst_id078185,2017-12-26 00:00:00,1998.0,2.0,1.0,3.0,,,TC,O1,
cst_id078433,2018-01-25 00:00:00,1971.0,2.0,2.0,8.0,3.0,,TC,O5,02
cst_id000786,2000-12-14 00:00:00,1956.0,2.0,1.0,7.0,7.0,7.0,PC,E2,04
cst_id040871,2008-04-16 00:00:00,1975.0,2.0,1.0,9.0,2.0,2.0,MI,K1,01
cst_id004315,1999-09-09 00:00:00,1981.0,1.0,1.0,3.0,4.0,,MI,L2,03
cst_id013262,2001-04-27 00:00:00,1961.0,2.0,2.0,4.0,8.0,3.0,SM,01,02
cst_id078422,2018-01-24 00:00:00,1998.0,2.0,1.0,6.0,2.0,,TC,O2,04
cst_id052525,2010-09-24 00:00:00,1970.0,2.0,1.0,3.0,8.0,6.0,MI,K1,05
cst_id049824,2010-03-18 00:00:00,1990.0,2.0,1.0,3.0,2.0,2.0,TC,O5,03
cst_id036753,2007-04-05 00:00:00,1980.0,1.0,1.0,1.0,5.0,3.0,XS,01,05
