u_id,cc_cst_no
cst_id013231,cc_cst_no041124
cst_id072283,cc_cst_no071596
cst_id072283,cc_cst_no054403
cst_id062385,cc_cst_no039231
cst_id008288,cc_cst_no076093
cst_id045291,
cst_id000837,
cst_id072224,
cst_id069869,
cst_id019514,
cst_id028879,cc_cst_no008128
cst_id050247,
cst_id010712,cc_cst_no016465
cst_id031992,cc_cst_no027009
cst_id044034,cc_cst_no017507
cst_id069810,
cst_id046964,cc_cst_no028550
cst_id039004,cc_cst_no015820
cst_id052606,cc_cst_no020729
cst_id034899,cc_cst_no001146
cst_id072364,cc_cst_no054885
cst_id044091,
cst_id073301,
cst_id056793,
cst_id067748,
cst_id078791,
cst_id035371,cc_cst_no010687
cst_id009634,
cst_id041155,cc_cst_no020746
cst_id078692,
cst_id039300,
cst_id048453,
cst_id017634,cc_cst_no052067
cst_id032193,cc_cst_no021957
cst_id033291,
cst_id039322,
cst_id075356,
cst_id018999,
cst_id010599,cc_cst_no014599
cst_id075345,
cst_id005884,cc_cst_no001200
cst_id062347,
cst_id025102,cc_cst_no025792
cst_id048055,cc_cst_no043131
cst_id008488,
cst_id009669,cc_cst_no010680
cst_id020874,cc_cst_no031807
cst_id061016,
cst_id009373,
cst_id073889,
cst_id055725,
cst_id010058,cc_cst_no070734
cst_id069648,
cst_id022216,cc_cst_no001349
cst_id034838,
cst_id051125,
cst_id064373,cc_cst_no054906
cst_id064373,cc_cst_no071645
cst_id021594,
cst_id014068,cc_cst_no008574
cst_id009595,cc_cst_no000695
cst_id062161,cc_cst_no056572
cst_id008177,cc_cst_no040388
cst_id075878,
cst_id029782,
cst_id018701,
cst_id023938,
cst_id043867,
cst_id059576,
cst_id019710,
cst_id032234,
cst_id039151,
cst_id067136,
cst_id011332,
cst_id019355,cc_cst_no017334
cst_id027567,cc_cst_no009415
cst_id053298,
cst_id042412,
cst_id019698,cc_cst_no035077
cst_id050741,cc_cst_no047680
cst_id036076,cc_cst_no010998
cst_id062872,cc_cst_no048437
cst_id059098,
cst_id050121,cc_cst_no033653
cst_id042043,
cst_id011465,
cst_id009384,cc_cst_no034906
cst_id011229,
cst_id002536,cc_cst_no023773
cst_id004887,
cst_id052503,cc_cst_no074242
cst_id053976,
cst_id016798,cc_cst_no027092
cst_id028532,
cst_id000188,
cst_id008283,
cst_id025581,
cst_id038914,
cst_id008351,
cst_id077529,cc_cst_no074854
cst_id077529,cc_cst_no057644
cst_id049962,cc_cst_no038268
cst_id034365,
cst_id077554,
cst_id075176,
cst_id005232,
cst_id061838,cc_cst_no071767
cst_id061838,cc_cst_no045270
cst_id051258,
cst_id029430,cc_cst_no025650
cst_id061905,cc_cst_no062804
cst_id061905,cc_cst_no031697
cst_id025921,cc_cst_no029363
cst_id008486,
cst_id074473,
cst_id063459,
cst_id077792,
cst_id030693,cc_cst_no051299
cst_id030693,cc_cst_no069898
cst_id049159,
cst_id002117,
cst_id003062,
cst_id073470,
cst_id014727,cc_cst_no012769
cst_id062128,cc_cst_no045654
cst_id045840,cc_cst_no028012
cst_id060845,
cst_id070743,cc_cst_no068562
cst_id070743,cc_cst_no046573
cst_id036635,
cst_id059671,cc_cst_no061404
cst_id059671,cc_cst_no028745
cst_id005283,
cst_id034228,
cst_id041472,
cst_id077899,
cst_id002461,cc_cst_no022561
cst_id064111,
cst_id029422,cc_cst_no045827
cst_id032273,cc_cst_no029265
cst_id021726,cc_cst_no016220
cst_id013525,cc_cst_no025387
cst_id003883,
cst_id057931,
cst_id047535,
cst_id078517,
cst_id015265,cc_cst_no009767
cst_id042813,cc_cst_no031565
cst_id030504,
cst_id002021,cc_cst_no000732
cst_id030193,
cst_id038749,cc_cst_no016064
cst_id073573,
cst_id033576,
cst_id051363,
cst_id016808,
cst_id078316,
cst_id070504,
cst_id063464,
cst_id034384,cc_cst_no020313
cst_id033102,
cst_id008496,
cst_id029103,cc_cst_no058545
cst_id029103,cc_cst_no011283
cst_id016256,
cst_id078080,
cst_id008465,
cst_id003991,
cst_id065693,
cst_id014517,
cst_id033138,cc_cst_no009688
cst_id077488,
cst_id075103,
cst_id033741,cc_cst_no023407
cst_id007789,
cst_id058993,
cst_id058261,
cst_id057456,
cst_id075323,
cst_id031324,
cst_id072792,
cst_id076407,
cst_id027611,cc_cst_no021907
cst_id065626,cc_cst_no040442
cst_id019895,cc_cst_no000247
cst_id051177,cc_cst_no075209
cst_id046646,
cst_id077782,
cst_id041811,
cst_id018762,cc_cst_no023781
cst_id013048,
cst_id030322,
cst_id058174,
cst_id024653,
cst_id000330,cc_cst_no005037
cst_id007259,
cst_id024841,cc_cst_no007000
cst_id066949,
cst_id067628,
cst_id077515,
cst_id011876,cc_cst_no001234
cst_id003932,
cst_id002072,cc_cst_no020024
cst_id008318,
cst_id072362,
cst_id032079,
cst_id076091,
cst_id063379,
cst_id028871,cc_cst_no059719
cst_id028871,cc_cst_no024487
cst_id028226,
cst_id066551,
cst_id027384,cc_cst_no018373
cst_id043644,
cst_id002793,
cst_id009620,
cst_id025840,cc_cst_no008608
cst_id077960,
cst_id073096,
cst_id023758,cc_cst_no066778
cst_id023758,cc_cst_no041170
cst_id055048,
cst_id073996,
cst_id054967,
cst_id056108,
cst_id007135,
cst_id068316,
cst_id006581,cc_cst_no016159
cst_id022648,cc_cst_no047770
cst_id064658,
cst_id046679,cc_cst_no015875
cst_id074375,
cst_id061385,
cst_id078437,
cst_id051706,cc_cst_no020885
cst_id016302,cc_cst_no024260
cst_id075299,
cst_id078913,
cst_id007340,
cst_id043711,
cst_id052868,
cst_id064589,
cst_id045193,cc_cst_no070640
cst_id050879,cc_cst_no019214
cst_id022447,cc_cst_no034745
cst_id032473,cc_cst_no012989
cst_id041657,cc_cst_no046241
cst_id073454,
cst_id052633,cc_cst_no029553
cst_id075431,
cst_id046465,
cst_id073358,
cst_id075370,
cst_id013549,cc_cst_no008034
cst_id023627,
cst_id030904,cc_cst_no019404
cst_id078924,
cst_id052105,cc_cst_no025294
cst_id052105,cc_cst_no059982
cst_id002511,
cst_id001879,
cst_id037625,cc_cst_no075305
cst_id053124,
cst_id004296,cc_cst_no011611
cst_id069781,
cst_id011860,
cst_id014532,cc_cst_no011932
cst_id020155,
cst_id014634,cc_cst_no057309
cst_id041868,
cst_id043619,
cst_id013839,
cst_id008348,
cst_id031876,cc_cst_no034090
cst_id071972,
cst_id078241,
cst_id053642,
cst_id051922,
cst_id011372,
cst_id010944,
cst_id018082,cc_cst_no038009
cst_id078172,
cst_id069032,
cst_id074589,
cst_id036292,
cst_id001013,
cst_id044201,
cst_id019320,cc_cst_no040279
cst_id012912,
cst_id064758,cc_cst_no047446
cst_id043096,cc_cst_no015188
cst_id065370,
cst_id005379,cc_cst_no003465
cst_id042966,cc_cst_no075904
cst_id014856,
cst_id073221,
cst_id077678,
cst_id042899,
cst_id077998,
cst_id042079,
cst_id031303,cc_cst_no022967
cst_id001338,cc_cst_no018518
cst_id008204,cc_cst_no000268
cst_id020856,
cst_id036835,cc_cst_no011416
cst_id048449,
cst_id071361,
cst_id023445,cc_cst_no053169
cst_id078868,
cst_id033489,cc_cst_no023247
cst_id033489,cc_cst_no059351
cst_id028243,cc_cst_no041762
cst_id040246,cc_cst_no027072
cst_id034064,cc_cst_no038461
cst_id005757,cc_cst_no056111
cst_id019908,cc_cst_no060081
cst_id019908,cc_cst_no025639
cst_id061493,
cst_id024310,
cst_id017523,cc_cst_no015384
cst_id065265,
cst_id076120,
cst_id078907,
cst_id037110,
cst_id053647,cc_cst_no031214
cst_id073829,
cst_id030169,
cst_id061594,
cst_id075095,
cst_id032262,
cst_id033150,
cst_id076082,
cst_id067465,
cst_id076119,
cst_id078322,
cst_id078684,
cst_id066004,
cst_id008533,cc_cst_no000941
cst_id027996,
cst_id021332,
cst_id078348,
cst_id009399,
cst_id029762,
cst_id044609,
cst_id066397,cc_cst_no053938
cst_id068775,
cst_id031075,
cst_id008553,cc_cst_no008927
cst_id018529,cc_cst_no069195
cst_id018529,cc_cst_no049666
cst_id052252,
cst_id038659,
cst_id077910,
cst_id058529,
cst_id072763,
cst_id041773,
cst_id004105,cc_cst_no022365
cst_id029505,
cst_id003617,cc_cst_no008069
cst_id003673,
cst_id055833,cc_cst_no036086
cst_id055833,cc_cst_no059516
cst_id009874,
cst_id038100,
cst_id066193,
cst_id011335,cc_cst_no001764
cst_id022005,
cst_id041590,
cst_id002025,cc_cst_no000414
cst_id016941,cc_cst_no040249
cst_id058689,
cst_id016020,cc_cst_no058618
cst_id016020,cc_cst_no003233
cst_id002968,cc_cst_no005200
cst_id033668,cc_cst_no009924
cst_id021658,cc_cst_no049956
cst_id028992,
cst_id039090,
cst_id050418,
cst_id024275,cc_cst_no011578
cst_id019239,
cst_id027594,
cst_id019413,
cst_id071544,
cst_id075676,
cst_id065507,
cst_id060063,
cst_id004842,cc_cst_no061672
cst_id004842,cc_cst_no004132
cst_id061536,
cst_id073135,
cst_id036283,
cst_id055859,cc_cst_no030456
cst_id075793,
cst_id053419,cc_cst_no034350
cst_id074807,
cst_id002580,
cst_id002485,cc_cst_no022681
cst_id069037,
cst_id053717,cc_cst_no026306
cst_id010071,cc_cst_no029022
cst_id010071,cc_cst_no061526
cst_id028626,
cst_id035509,
cst_id067854,
cst_id016730,cc_cst_no007534
cst_id029626,
cst_id061228,cc_cst_no030790
cst_id074946,
cst_id073103,
cst_id076356,
cst_id016197,cc_cst_no021195
cst_id030164,
cst_id038582,cc_cst_no014546
cst_id019019,cc_cst_no068748
cst_id019019,cc_cst_no008485
cst_id074737,cc_cst_no053912
cst_id077980,
cst_id031850,
cst_id071885,cc_cst_no046952
cst_id008356,
cst_id023081,cc_cst_no013959
cst_id057298,
cst_id023394,cc_cst_no006497
cst_id004581,cc_cst_no001368
cst_id054640,
cst_id076852,
cst_id065298,
cst_id057924,
cst_id068038,
cst_id024150,
cst_id032851,cc_cst_no009593
cst_id062607,cc_cst_no048404
cst_id076174,
cst_id015592,
cst_id072999,
cst_id062675,
cst_id063689,
cst_id039387,
cst_id051908,cc_cst_no075392
cst_id025790,cc_cst_no010179
cst_id008632,cc_cst_no041323
cst_id063911,cc_cst_no040951
cst_id041828,
cst_id077831,
cst_id072037,
cst_id036328,cc_cst_no022498
cst_id001947,
cst_id004771,cc_cst_no019955
cst_id005196,cc_cst_no023660
cst_id037598,
cst_id019301,cc_cst_no050014
cst_id068930,
cst_id041480,
cst_id005440,cc_cst_no011792
cst_id004122,cc_cst_no017136
cst_id044692,
cst_id048289,cc_cst_no017271
cst_id048289,cc_cst_no065903
cst_id044807,
cst_id033408,
cst_id023325,cc_cst_no022217
cst_id069887,
cst_id013384,
cst_id058956,
cst_id004269,
cst_id021599,cc_cst_no008940
cst_id073814,cc_cst_no070471
cst_id073814,cc_cst_no053345
cst_id031026,cc_cst_no030744
cst_id031026,cc_cst_no062374
cst_id064845,
cst_id059622,
cst_id012553,cc_cst_no002441
cst_id068162,
cst_id040851,
cst_id038636,
cst_id071701,
cst_id053216,cc_cst_no070980
cst_id076588,
cst_id057692,cc_cst_no032789
cst_id057692,cc_cst_no063390
cst_id059507,cc_cst_no050145
cst_id059507,cc_cst_no069381
cst_id044870,cc_cst_no037914
cst_id031168,
cst_id062405,
cst_id003387,
cst_id023536,cc_cst_no014158
cst_id023536,cc_cst_no058185
cst_id068027,cc_cst_no075506
cst_id020002,cc_cst_no073388
cst_id029985,cc_cst_no039784
cst_id029985,cc_cst_no072389
cst_id037178,cc_cst_no072273
cst_id036028,cc_cst_no071659
cst_id036028,cc_cst_no055243
cst_id006714,cc_cst_no011916
cst_id076872,cc_cst_no074166
cst_id043391,
cst_id056034,cc_cst_no049856
cst_id056034,cc_cst_no072285
cst_id027642,cc_cst_no071117
cst_id027642,cc_cst_no054692
cst_id078295,cc_cst_no074441
cst_id078295,cc_cst_no057478
cst_id068067,cc_cst_no071588
cst_id068067,cc_cst_no041154
cst_id074887,
cst_id067357,cc_cst_no071384
cst_id067357,cc_cst_no054894
cst_id034785,cc_cst_no001643
cst_id011893,cc_cst_no074820
cst_id039362,
cst_id034807,cc_cst_no074459
cst_id034807,cc_cst_no057455
cst_id068597,cc_cst_no075810
cst_id050696,cc_cst_no053556
cst_id050696,cc_cst_no076073
cst_id076888,cc_cst_no073351
cst_id024603,cc_cst_no071195
cst_id024603,cc_cst_no010011
cst_id076394,cc_cst_no056930
cst_id076394,cc_cst_no073504
cst_id077855,cc_cst_no075054
cst_id070217,cc_cst_no057047
cst_id070217,cc_cst_no073780
cst_id019208,cc_cst_no006005
cst_id012540,cc_cst_no015858
cst_id050926,cc_cst_no072130
cst_id013951,cc_cst_no071244
cst_id002607,cc_cst_no001707
cst_id076548,cc_cst_no075298
cst_id065023,cc_cst_no074752
cst_id065023,cc_cst_no057570
cst_id030271,cc_cst_no074225
cst_id030271,cc_cst_no056953
cst_id069182,cc_cst_no074397
cst_id069182,cc_cst_no048062
cst_id057003,cc_cst_no072971
cst_id002092,cc_cst_no029656
cst_id054941,cc_cst_no073251
cst_id055073,cc_cst_no054389
cst_id055073,cc_cst_no070761
cst_id063589,cc_cst_no073343
cst_id063589,cc_cst_no056824
cst_id067958,cc_cst_no075880
cst_id007343,cc_cst_no005471
cst_id021657,cc_cst_no004361
cst_id070637,cc_cst_no073297
cst_id067767,cc_cst_no075604
cst_id050550,cc_cst_no075771
cst_id075527,cc_cst_no073708
cst_id075527,cc_cst_no056827
cst_id060887,cc_cst_no073345
cst_id053915,cc_cst_no072494
cst_id053915,cc_cst_no054038
cst_id072236,
cst_id075543,cc_cst_no074725
cst_id068277,cc_cst_no056800
cst_id068277,cc_cst_no073299
cst_id040201,cc_cst_no071544
cst_id068247,cc_cst_no073079
cst_id068247,cc_cst_no056594
cst_id069748,cc_cst_no056511
cst_id069748,cc_cst_no073023
cst_id064690,cc_cst_no073640
cst_id074424,cc_cst_no073892
cst_id065429,cc_cst_no070081
cst_id067974,cc_cst_no073820
cst_id074273,cc_cst_no073409
cst_id074273,cc_cst_no056834
cst_id041847,cc_cst_no074076
cst_id077532,cc_cst_no055101
cst_id077532,cc_cst_no071557
cst_id048430,cc_cst_no073498
cst_id019299,cc_cst_no020267
cst_id019299,cc_cst_no071022
cst_id061648,cc_cst_no070798
cst_id055492,cc_cst_no070762
cst_id055492,cc_cst_no050287
cst_id039789,cc_cst_no075399
cst_id010039,cc_cst_no075284
cst_id062701,cc_cst_no054478
cst_id062701,cc_cst_no070764
cst_id066141,cc_cst_no075320
cst_id042674,cc_cst_no028465
cst_id042674,cc_cst_no071778
cst_id025372,cc_cst_no071765
cst_id025372,cc_cst_no009655
cst_id024333,cc_cst_no074371
cst_id017395,cc_cst_no056101
cst_id017395,cc_cst_no072565
cst_id049854,cc_cst_no071323
cst_id078147,cc_cst_no072563
cst_id078147,cc_cst_no056020
cst_id074679,cc_cst_no074613
cst_id046798,cc_cst_no074107
cst_id046798,cc_cst_no057278
cst_id047598,cc_cst_no071540
cst_id027424,cc_cst_no071890
cst_id070524,cc_cst_no073810
cst_id009749,cc_cst_no074821
cst_id009749,cc_cst_no057482
cst_id078493,cc_cst_no073520
cst_id021669,cc_cst_no054799
cst_id021669,cc_cst_no071920
cst_id060867,cc_cst_no055145
cst_id060867,cc_cst_no072388
cst_id037998,cc_cst_no069506
cst_id052571,cc_cst_no055269
cst_id039820,cc_cst_no013984
cst_id012998,cc_cst_no071637
cst_id045866,cc_cst_no019102
cst_id076924,cc_cst_no056585
cst_id076924,cc_cst_no075481
cst_id072373,cc_cst_no073020
cst_id018148,
cst_id050207,cc_cst_no068444
cst_id050207,cc_cst_no046104
cst_id034690,cc_cst_no070947
cst_id034690,cc_cst_no054588
cst_id051180,
cst_id011500,cc_cst_no061469
cst_id034032,cc_cst_no072779
cst_id034032,cc_cst_no056238
cst_id036161,cc_cst_no052252
cst_id036161,cc_cst_no073267
cst_id000289,cc_cst_no005601
cst_id028696,cc_cst_no065783
cst_id028696,cc_cst_no037853
cst_id070668,cc_cst_no055584
cst_id074711,cc_cst_no057811
cst_id037895,cc_cst_no057070
cst_id008439,cc_cst_no038495
cst_id008439,cc_cst_no063140
cst_id065871,cc_cst_no065715
cst_id065871,cc_cst_no037702
cst_id048532,cc_cst_no049527
cst_id001892,cc_cst_no069843
cst_id001892,cc_cst_no033515
cst_id074687,cc_cst_no072933
cst_id074687,cc_cst_no056386
cst_id068715,
cst_id058631,cc_cst_no056681
cst_id058631,cc_cst_no073254
cst_id068279,cc_cst_no075060
cst_id068279,cc_cst_no057734
cst_id064528,cc_cst_no042220
cst_id031710,cc_cst_no063248
cst_id003753,
cst_id014619,cc_cst_no072814
cst_id051116,
cst_id076238,cc_cst_no055605
cst_id017842,cc_cst_no053567
cst_id077368,cc_cst_no075738
cst_id018994,cc_cst_no056961
cst_id051871,cc_cst_no051217
cst_id037209,cc_cst_no055115
cst_id009164,cc_cst_no015445
cst_id030807,cc_cst_no045900
cst_id062470,cc_cst_no074118
cst_id062470,cc_cst_no057236
cst_id065969,cc_cst_no052227
cst_id065969,cc_cst_no073071
cst_id037689,cc_cst_no061232
cst_id037689,cc_cst_no028316
cst_id023996,
cst_id032282,
cst_id076445,cc_cst_no075444
cst_id005542,cc_cst_no071666
cst_id005542,cc_cst_no025664
cst_id062754,cc_cst_no033034
cst_id006505,cc_cst_no072766
cst_id041726,cc_cst_no048377
cst_id077713,
cst_id077363,cc_cst_no075493
cst_id048879,cc_cst_no036052
cst_id072177,
cst_id043270,cc_cst_no055547
cst_id050756,cc_cst_no045748
cst_id060558,cc_cst_no034887
cst_id060558,cc_cst_no063903
cst_id076994,cc_cst_no072256
cst_id076994,cc_cst_no055886
cst_id040059,
cst_id060665,
cst_id067035,cc_cst_no069238
cst_id067035,cc_cst_no049807
cst_id067303,cc_cst_no053403
cst_id017305,cc_cst_no072741
cst_id048365,cc_cst_no031161
cst_id066714,cc_cst_no055817
cst_id066714,cc_cst_no072036
cst_id057169,cc_cst_no071024
cst_id032277,cc_cst_no072884
cst_id032277,cc_cst_no056256
cst_id048969,cc_cst_no073939
cst_id048969,cc_cst_no034936
cst_id050113,cc_cst_no056768
cst_id050113,cc_cst_no073300
cst_id066675,cc_cst_no046963
cst_id066675,cc_cst_no068641
cst_id032666,cc_cst_no073747
cst_id071893,cc_cst_no075822
cst_id058283,cc_cst_no051683
cst_id032095,cc_cst_no057065
cst_id032095,cc_cst_no073836
cst_id030624,cc_cst_no012425
cst_id050196,cc_cst_no033460
cst_id062905,cc_cst_no065144
cst_id041336,
cst_id072041,cc_cst_no075505
cst_id060016,cc_cst_no066051
cst_id060016,cc_cst_no038639
cst_id026089,cc_cst_no054399
cst_id027275,cc_cst_no031473
cst_id058971,cc_cst_no032644
cst_id012913,
cst_id032788,cc_cst_no046824
cst_id008329,cc_cst_no072112
cst_id008329,cc_cst_no041621
cst_id029910,cc_cst_no076114
cst_id024240,cc_cst_no071833
cst_id024240,cc_cst_no007521
cst_id010317,cc_cst_no073901
cst_id010317,cc_cst_no043830
cst_id017329,
cst_id070585,cc_cst_no044805
cst_id070585,cc_cst_no068086
cst_id060636,cc_cst_no074229
cst_id029263,cc_cst_no041057
cst_id024623,cc_cst_no062955
cst_id024623,cc_cst_no031899
cst_id062763,cc_cst_no074757
cst_id072906,cc_cst_no071166
cst_id072906,cc_cst_no055298
cst_id039310,cc_cst_no047516
cst_id039310,cc_cst_no071293
cst_id002826,cc_cst_no057183
cst_id002826,cc_cst_no073966
cst_id031676,cc_cst_no048717
cst_id019001,
cst_id066500,cc_cst_no075462
cst_id060431,cc_cst_no072041
cst_id060431,cc_cst_no055458
cst_id040196,cc_cst_no059452
cst_id040196,cc_cst_no056109
cst_id055358,cc_cst_no074399
cst_id045631,
cst_id025080,
cst_id041123,cc_cst_no074740
cst_id041123,cc_cst_no054134
cst_id059522,cc_cst_no072151
cst_id077779,cc_cst_no055188
cst_id077779,cc_cst_no071762
cst_id016994,cc_cst_no034850
cst_id048054,cc_cst_no073698
cst_id046075,cc_cst_no075799
cst_id039631,cc_cst_no071973
cst_id039631,cc_cst_no055390
cst_id047211,cc_cst_no072447
cst_id047211,cc_cst_no055342
cst_id021844,cc_cst_no075128
cst_id055477,cc_cst_no073370
cst_id055477,cc_cst_no056875
cst_id049653,cc_cst_no075608
cst_id077613,cc_cst_no071486
cst_id077613,cc_cst_no054978
cst_id070748,cc_cst_no057900
cst_id070748,cc_cst_no076007
cst_id029146,cc_cst_no074308
cst_id056972,cc_cst_no072325
cst_id056972,cc_cst_no055872
cst_id050517,cc_cst_no036278
cst_id069512,cc_cst_no070781
cst_id030458,cc_cst_no008420
cst_id017058,cc_cst_no005127
cst_id017058,cc_cst_no072885
cst_id076229,cc_cst_no076022
cst_id049132,cc_cst_no062368
cst_id011228,cc_cst_no056977
cst_id011228,cc_cst_no073576
cst_id058159,cc_cst_no074930
cst_id058159,cc_cst_no052046
cst_id057348,
cst_id040509,cc_cst_no056691
cst_id045408,
cst_id033496,cc_cst_no026756
cst_id033496,cc_cst_no071723
cst_id052006,cc_cst_no024346
cst_id052006,cc_cst_no059579
cst_id043161,
cst_id052379,cc_cst_no075485
cst_id059809,
cst_id071122,cc_cst_no075986
cst_id066129,cc_cst_no044976
cst_id037053,cc_cst_no056138
cst_id076933,cc_cst_no075700
cst_id076899,cc_cst_no057529
cst_id023869,cc_cst_no030035
cst_id023869,cc_cst_no062030
cst_id051988,cc_cst_no047789
cst_id070489,cc_cst_no050756
cst_id070489,cc_cst_no074499
cst_id004294,cc_cst_no054026
cst_id048643,cc_cst_no020001
cst_id048643,cc_cst_no072799
cst_id037100,cc_cst_no037361
cst_id037100,cc_cst_no065548
cst_id065686,cc_cst_no047869
cst_id043194,cc_cst_no049146
cst_id048928,cc_cst_no034328
cst_id048928,cc_cst_no072808
cst_id027415,cc_cst_no072845
cst_id027415,cc_cst_no056304
cst_id011717,cc_cst_no075808
cst_id062685,cc_cst_no046812
cst_id055615,
cst_id074191,
cst_id052017,cc_cst_no030771
cst_id052017,cc_cst_no062380
cst_id034980,cc_cst_no031158
cst_id034980,cc_cst_no068258
cst_id067245,cc_cst_no073277
cst_id078253,
cst_id002535,cc_cst_no020939
cst_id040261,cc_cst_no075557
cst_id064943,
cst_id048584,cc_cst_no074491
cst_id048584,cc_cst_no037388
cst_id016692,cc_cst_no076081
cst_id073133,cc_cst_no056225
cst_id073133,cc_cst_no072665
cst_id064859,cc_cst_no037769
cst_id071661,cc_cst_no072676
cst_id071661,cc_cst_no056131
cst_id025532,
cst_id075563,cc_cst_no053676
cst_id044813,cc_cst_no072479
cst_id063621,
cst_id009562,cc_cst_no071429
cst_id009562,cc_cst_no053916
cst_id041947,
cst_id074951,cc_cst_no076071
cst_id037448,cc_cst_no073043
cst_id056878,cc_cst_no059956
cst_id056878,cc_cst_no034643
cst_id068749,cc_cst_no074168
cst_id068749,cc_cst_no057302
cst_id005386,cc_cst_no050502
cst_id005386,cc_cst_no076023
cst_id076814,cc_cst_no073631
cst_id072114,cc_cst_no052120
cst_id036703,
cst_id073390,cc_cst_no075875
cst_id065428,cc_cst_no074277
cst_id011079,cc_cst_no057399
cst_id011079,cc_cst_no075228
cst_id018086,cc_cst_no038017
cst_id077873,cc_cst_no055333
cst_id046407,
cst_id017755,cc_cst_no055140
cst_id017755,cc_cst_no071758
cst_id068130,
cst_id044485,cc_cst_no074318
cst_id044485,cc_cst_no057433
cst_id054679,cc_cst_no055873
cst_id051038,
cst_id062342,cc_cst_no054459
cst_id062342,cc_cst_no070935
cst_id005279,cc_cst_no056905
cst_id005279,cc_cst_no072506
cst_id015231,cc_cst_no008026
cst_id015231,cc_cst_no071391
cst_id071526,cc_cst_no050842
cst_id029622,cc_cst_no066090
cst_id029622,cc_cst_no029871
cst_id075112,cc_cst_no074874
cst_id030771,
cst_id078488,cc_cst_no073515
cst_id004863,cc_cst_no075644
cst_id004863,cc_cst_no002186
cst_id068036,cc_cst_no072919
cst_id068036,cc_cst_no056415
cst_id000113,cc_cst_no057793
cst_id000113,cc_cst_no075371
cst_id033829,cc_cst_no074690
cst_id042968,cc_cst_no044127
cst_id073910,cc_cst_no054587
cst_id073910,cc_cst_no071048
cst_id068188,cc_cst_no074322
